Purchase Order ID,Purchase Order Date,Delivery Date,Purchase Order Number,Reference#,Purchase Order Status,Vendor Name,Currency Code,Exchange Rate,Template Name,Reference No,Delivery Instructions,Terms & Conditions,Shipment preference,Expected Arrival Date,Account,Account Code,Item Price,Item Name,Product ID,SKU,Item Desc,QuantityOrdered,QuantityCancelled,QuantityReceived,QuantityBilled,Usage unit,Warehouse Name,Discount Type,Is Discount Before Tax,Discount,Discount Amount,Item Total,Total,Adjustment,Adjustment Description,Entity Discount Percent,Entity Discount Amount,Discount Account,Discount Account Code,FINREP.02 COA,FINREP.03 TRANSFER (if applies),FINREP.01 DEPARTMENT,(Deprecated) 4. COA Sub Type,PRIORITY LEVEL,STS.00 Status,(Deprecated) Subdivision by Income (Type),(Deprecated) 2. Division by Income,STS.99 Collections,FINREP.0 Company EIN,Project ID,Project Name,Payment Terms,Payment Terms Label,Attention,Address,City,State,Country,Code,Phone,Deliver To Customer,Recipient Address,Recipient City,Recipient State,Recipient Country,Recipient Postal Code,Recipient Phone
4476661000000166037,2023-07-22,2023-08-07,PO-00001,2FMDK38C68BB28546-SANTANA,Cancelled,ESSENCE CONSULTING MULTISERVICE INC,USD,1.000000,Standard Template,2FMDK38C68BB28546-SANTANA,,,,,BMV COGS ($-Out),4302,80.00,BMV SERVICE FEE,4476661000000166019,BMVSFER,PLATE FOR SANTANA SERVICES LLC,1.00,0.00,0.00,0.00,Quantity,,entity_level,true,0.00,0.0,80.00,314.40,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,15,Net 15,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166037,2023-07-22,2023-08-07,PO-00001,2FMDK38C68BB28546-SANTANA,Cancelled,ESSENCE CONSULTING MULTISERVICE INC,USD,1.000000,Standard Template,2FMDK38C68BB28546-SANTANA,,,,,BMV COGS ($-Out),4302,104.40,,,,BMV FEES,1.00,0.00,0.00,0.00,,,entity_level,true,0.00,0.0,104.40,314.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,,,,,,15,Net 15,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166037,2023-07-22,2023-08-07,PO-00001,2FMDK38C68BB28546-SANTANA,Cancelled,ESSENCE CONSULTING MULTISERVICE INC,USD,1.000000,Standard Template,2FMDK38C68BB28546-SANTANA,,,,,Bill Pay COGS ($-Out),4301,50.00,INSURANCE SERVICE FEE,4476661000000166028,4476661000000166028,,1.00,0.00,0.00,0.00,,,entity_level,true,0.00,0.0,50.00,314.40,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,15,Net 15,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166037,2023-07-22,2023-08-07,PO-00001,2FMDK38C68BB28546-SANTANA,Cancelled,ESSENCE CONSULTING MULTISERVICE INC,USD,1.000000,Standard Template,2FMDK38C68BB28546-SANTANA,,,,,BMV COGS ($-Out),4302,80.00,,,,INSURANCE DOWN PAYMENT,1.00,0.00,0.00,0.00,,,entity_level,true,0.00,0.0,80.00,314.40,0.00,Adjustment,0.00,0.000,,,,,,,,,,,,,,,15,Net 15,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166228,2023-09-17,2023-09-24,PO-00002,IN5753,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5753,BOX IS READY FOR PICKUP,,,,La Fuente COGS ($-Out),4304,280.00,LA FUENTE:FLETE 24*24*24-NICA,4476661000000166210,4476661000000166210,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,245.00,245.00,0.00,Adjustment,12.50,0.0,Purchase Discounts,6-6400,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166299,2023-08-19,2023-08-27,PO-00003,IN5855,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5855,,,,,Cost of Operations,4000,300.00,LA FUENTE: FLETE 28*28*32/24*30*35,4476661000000166286,4476661000000166286,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,300.00,292.50,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166299,2023-08-19,2023-08-27,PO-00003,IN5855,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5855,,,,,La Fuente COGS ($-Out),4304,30.00,LA FUENTE: INSURANCE,4476661000000166327,4476661000000166327,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,30.00,292.50,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166299,2023-08-19,2023-08-27,PO-00003,IN5855,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5855,,,,,La Fuente COGS ($-Out),4304,-37.50,LA FUENTE: COMMISSION,4476661000000166219,4476661000000166219,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,-37.50,292.50,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166517,2023-08-05,2023-08-13,PO-00004,IN5958,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5958,,,,,Cost of Operations,4000,410.00,LA FUENTE: FLETE 28*28*32/24*30*35 NICA,4476661000000166508,4476661000000166508,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,410.00,402.50,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166517,2023-08-05,2023-08-13,PO-00004,IN5958,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5958,,,,,La Fuente COGS ($-Out),4304,-57.50,LA FUENTE: COMMISSION,4476661000000166219,4476661000000166219,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,-57.50,402.50,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166517,2023-08-05,2023-08-13,PO-00004,IN5958,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5958,,,,,La Fuente COGS ($-Out),4304,50.00,LA FUENTE: INSURANCE,4476661000000166327,4476661000000166327,,1.00,0.00,0.00,1.00,,,entity_level,true,0.00,0.0,50.00,402.50,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
4476661000000166618,2023-08-05,2023-08-13,PO-00005,IN5899,Billed,LA FUENTE CARGO,USD,1.000000,Standard Template,IN5899,,,,,La Fuente COGS ($-Out),4304,320.00,LA FUENTE: 24*24*30/26*26*26 - EL SALVADOR,4476661000000166609,4476661000000166609,,1.00,0.00,1.00,1.00,,,entity_level,true,0.00,0.0,320.00,280.00,0.00,Adjustment,0.00,0.000,,,003. COGS,,,,,,,,,,,,0,Due on Receipt,Cody Rice-Velasquez,119 S Western Ave,Chicago,Indiana,U.S.A,60612,3177569969,,,,,,,
